title,first_author,year,pdf_url
Interface-Driven Peptide Folding: Quantum Computations on Simulated Membrane Surfaces,Daniel Conde-Torres,2024,http://arxiv.org/pdf/2401.05075v1
Full Quantum Process Tomography of a Universal Entangling Gate on an IBM's Quantum Computer,Muhammad AbuGhanem,2024,http://arxiv.org/pdf/2402.06946v1
Enhancing density functional theory using the variational quantum eigensolver,Evan Sheridan,2024,http://arxiv.org/pdf/2402.18534v1
Quantum for Good and the Societal Impact of Quantum Computing,Matthias Troyer,2024,http://arxiv.org/pdf/2403.02921v1
QCSHQD: Quantum computing as a service for Hybrid classical-quantum software development: A Vision,Maryam Tavassoli Sabzevari,2024,http://arxiv.org/pdf/2403.08663v3
Fault Localization in a Microfabricated Surface Ion Trap using Diamond Nitrogen-Vacancy Center Magnetometry,Pauli Kehayias,2024,http://arxiv.org/pdf/2403.08731v2
From Computing to Quantum Mechanics: Accessible and Hands-On Quantum Computing Education for High School Students,Qihong Sun,2024,http://arxiv.org/pdf/2403.17485v1
Unlocking Quantum Optimization: A Use Case Study on NISQ Systems,Andreas Sturm,2024,http://arxiv.org/pdf/2404.07171v1
Navigating Quantum Security Risks in Networked Environments: A Comprehensive Study of Quantum-Safe Network Protocols,Yaser Baseri,2024,http://arxiv.org/pdf/2404.08232v2
Quantum Circuit Learning on NISQ Hardware,Niclas Schillo,2024,http://arxiv.org/pdf/2405.02069v1
Quantum-enhanced Markov Chain Monte Carlo for systems larger than your Quantum Computer,Stuart Ferguson,2024,http://arxiv.org/pdf/2405.04247v2
Testing and Debugging Quantum Programs: The Road to 2030,Neilson Carlos Leite Ramalho,2024,http://arxiv.org/pdf/2405.09178v2
Simulation of open quantum systems on universal quantum computers,Huan-Yu Liu,2024,http://arxiv.org/pdf/2405.20712v1
Machine Learning Applications of Quantum Computing: A Review,Thien Nguyen,2024,http://arxiv.org/pdf/2406.13262v3
Distributed Quantum Computing across an Optical Network Link,D. Main,2024,http://arxiv.org/pdf/2407.00835v1
A Predictive Approach for Selecting the Best Quantum Solver for an Optimization Problem,Deborah Volpe,2024,http://arxiv.org/pdf/2408.03613v1
Investigating and improving student understanding of the basics of quantum computing,Peter Hu,2024,http://arxiv.org/pdf/2408.04859v1
A Practical Introduction to Benchmarking and Characterization of Quantum Computers,Akel Hashim,2024,http://arxiv.org/pdf/2408.12064v1
Quantum states and quantum computing,Mohammad Vahid Takook,2024,http://arxiv.org/pdf/2409.15285v1
Quantum Embedding of Non-local Quantum Many-body Interactions in Prototypal Anti-tumor Vaccine Metalloprotein on Near Term Quantum Computing Hardware,Elena Chachkarova,2024,http://arxiv.org/pdf/2410.12733v2
Crosstalk Attack Resilient RNS Quantum Addition,Bhaskar Gaur,2024,http://arxiv.org/pdf/2410.23217v1
Quantum computing inspired paintings: reinterpreting classical masterpieces,Arianna Crippa,2024,http://arxiv.org/pdf/2411.09549v2
A Dequantized Algorithm for the Guided Local Hamiltonian Problem,Yukun Zhang,2024,http://arxiv.org/pdf/2411.16163v2
Deterministic Storage of Quantum Information in the Genetic Code,Roberto Rivelino,2024,http://arxiv.org/pdf/2412.07504v1
Minimizing resource overhead in fusion-based quantum computation using hybrid spin-photon devices,Stephen C. Wein,2024,http://arxiv.org/pdf/2412.08611v1
Quantum computing for simulation of fluid dynamics,Claudio Sanavio,2024,http://arxiv.org/pdf/2404.01302v1
Training Computer Scientists for the Challenges of Hybrid Quantum-Classical Computing,Vincenzo De Maio,2024,http://arxiv.org/pdf/2403.00885v1
Chemistry Beyond Exact Solutions on a Quantum-Centric Supercomputer,Javier Robledo-Moreno,2024,http://arxiv.org/pdf/2405.05068v2
The Zeno effect in a quantum computer,J. G. Esteve,2024,http://arxiv.org/pdf/2402.03371v2
Fast Super Robust Nonadiabatic Geometric Quantum Computation,Yifu Zhang,2024,http://arxiv.org/pdf/2404.06562v1
A comparison of HPC-based quantum computing simulators using Quantum Volume,Lourens van Niekerk,2024,http://arxiv.org/pdf/2412.20518v1
Simplification of tensor updates toward performance-complexity balanced quantum computer simulation,Koichi Yanagisawa,2024,http://arxiv.org/pdf/2406.03010v1
Innovative Approaches to Teaching Quantum Computer Programming and Quantum Software Engineering,Majid Haghparast,2024,http://arxiv.org/pdf/2501.01446v1
Assessing the Benefits and Risks of Quantum Computers,Travis L. Scholten,2024,http://arxiv.org/pdf/2401.16317v2
Quantum Computing: Vision and Challenges,Sukhpal Singh Gill,2024,http://arxiv.org/pdf/2403.02240v4
Hardware requirements for trapped-ion based verifiable blind quantum computing with a measurement-only client,Janice van Dam,2024,http://arxiv.org/pdf/2403.02656v2
Introducing Quantum Information and Computation to a Broader Audience with MOOCs at OpenHPI,Gerhard Hellstern,2024,http://arxiv.org/pdf/2404.07241v2
Capturing the Page Curve and Entanglement Dynamics of Black Holes in Quantum Computers,Talal Ahmed Chowdhury,2024,http://arxiv.org/pdf/2412.15180v1
Conveyor-belt superconducting quantum computer,Francesco Cioni,2024,http://arxiv.org/pdf/2412.11782v1
Crosstalk-induced Side Channel Threats in Multi-Tenant NISQ Computers,Navnil Choudhury,2024,http://arxiv.org/pdf/2412.10507v1
Scalable Constant-Time Logical Gates for Large-Scale Quantum Computation Using Window-Based Correlated Decoding,Jiaxuan Zhang,2024,http://arxiv.org/pdf/2410.16963v2
Hardware-Efficient Preparation of Graph States on Near-Term Quantum Computers,Sebastian Brandhofer,2024,http://arxiv.org/pdf/2409.10807v1
Experimental verifiable multi-client blind quantum computing on a Qline architecture,Beatrice Polacchi,2024,http://arxiv.org/pdf/2407.09310v2
Quantum nuclear dynamics on a distributed set of ion-trap quantum computing systems,Anurag Dwivedi,2024,http://arxiv.org/pdf/2406.05197v1
mRNA secondary structure prediction using utility-scale quantum computers,Dimitris Alevras,2024,http://arxiv.org/pdf/2405.20328v1
Performant near-term quantum combinatorial optimization,Titus D. Morris,2024,http://arxiv.org/pdf/2404.16135v2
Quantum Computers, Quantum Computing and Quantum Thermodynamics,Fabrizio Cleri,2024,http://arxiv.org/pdf/2404.09663v2
Revisiting the Mapping of Quantum Circuits: Entering the Multi-Core Era,Pau Escofet,2024,http://arxiv.org/pdf/2403.17205v1
Computable and noncomputable in the quantum domain: statements and conjectures,Aleksey K. Fedorov,2024,http://arxiv.org/pdf/2403.16881v2
Quantum Algorithms in a Superposition of Spacetimes,Omri Shmueli,2024,http://arxiv.org/pdf/2403.02937v3
Autonomous Quantum Processing Unit: What does it take to construct a self-contained model for quantum computation?,Florian Meier,2024,http://arxiv.org/pdf/2402.00111v1
A Thorough Study of State Leakage Mitigation in Quantum Computing with One-Time Pad,Chuanqi Xu,2024,http://arxiv.org/pdf/2401.15529v1
Measurement-based quantum computation utilizing the graph states of Bose-Einstein condensates and continuous variables,Genji Fujii,2024,http://arxiv.org/pdf/2412.20668v2
Verifying a stabilizer state with few observables but many shots,Dirk Oliver Theis,2024,http://arxiv.org/pdf/2412.16690v1
Seismic Traveltime Inversion with Quantum Annealing,Hoang Anh Nguyen,2024,http://arxiv.org/pdf/2412.06611v1
Monte Carlo particle transport on quantum computers,Noé Olivier,2024,http://arxiv.org/pdf/2410.19489v1
Architecting a reliable quantum operating system: microkernel, message passing and supercomputing,Alexandru Paler,2024,http://arxiv.org/pdf/2410.13482v1
Quantum Operating System Support for Quantum Trusted Execution Environments,Theodoros Trochatos,2024,http://arxiv.org/pdf/2410.08486v1
Parallax: A Compiler for Neutral Atom Quantum Computers under Hardware Constraints,Jason Ludmir,2024,http://arxiv.org/pdf/2409.04578v2
Quantum Artificial Intelligence: A Brief Survey,Matthias Klusch,2024,http://arxiv.org/pdf/2408.10726v1
Grover's algorithm on two-way quantum computer,Grzegorz Czelusta,2024,http://arxiv.org/pdf/2406.09450v3
Ion-Based Quantum Computing Hardware: Performance and End-User Perspective,Thomas Strohm,2024,http://arxiv.org/pdf/2405.11450v1
Simulating quantum field theories on continuous-variable quantum computers,Steven Abel,2024,http://arxiv.org/pdf/2403.10619v2
Crosstalk Attacks and Defence in a Shared Quantum Computing Environment,Benjamin Harper,2024,http://arxiv.org/pdf/2402.02753v1
Residue Number System (RNS) based Distributed Quantum Addition,Bhaskar Gaur,2024,http://arxiv.org/pdf/2406.05294v1
Scalability of quantum error mitigation techniques: from utility to advantage,Sergey N. Filippov,2024,http://arxiv.org/pdf/2403.13542v1
What is Entanglement?,Chon-Fai Kam,2024,http://arxiv.org/pdf/2403.16339v1
A Framework to Formulate Pathfinding Problems for Quantum Computing,Damian Rovara,2024,http://arxiv.org/pdf/2404.10820v1
Demonstration of system-bath physics on a gate-based quantum computer,Pascal Stadler,2024,http://arxiv.org/pdf/2404.18828v4
Hybrid Meta-Solving for Practical Quantum Computing,Domenik Eichhorn,2024,http://arxiv.org/pdf/2405.09115v1
Simulating optically-active spin defects with a quantum computer,Jack S. Baker,2024,http://arxiv.org/pdf/2405.13115v1
Utilizing Resource Estimation for the Development of Quantum Computing Applications,Nils Quetschlich,2024,http://arxiv.org/pdf/2402.12434v2
Building a fusion-based quantum computer using teleported gates,Ashot Avanesov,2024,http://arxiv.org/pdf/2404.01477v1
Potential Applications of Quantum Computing at Los Alamos National Laboratory,Andreas Bärtschi,2024,http://arxiv.org/pdf/2406.06625v1
The State of Factoring on Quantum Computers,Dennis Willsch,2024,http://arxiv.org/pdf/2410.14397v1
Towards an Automatic Framework for Solving Optimization Problems with Quantum Computers,Deborah Volpe,2024,http://arxiv.org/pdf/2406.12840v1
Bayesian Optimization Priors for Efficient Variational Quantum Algorithms,Farshud Sorourifar,2024,http://arxiv.org/pdf/2406.14627v1
Resource-compact time-optimal quantum computation,Taewan Kim,2024,http://arxiv.org/pdf/2405.00191v1
Quantum Leak: Timing Side-Channel Attacks on Cloud-Based Quantum Services,Chao Lu,2024,http://arxiv.org/pdf/2401.01521v1
Variational Quantum Algorithms for Combinatorial Optimization,Daniel F Perez-Ramirez,2024,http://arxiv.org/pdf/2407.06421v1
Probing Entanglement Scaling Across a Quantum Phase Transition on a Quantum Computer,Qiang Miao,2024,http://arxiv.org/pdf/2412.18602v1
Resource-efficient high-threshold fault-tolerant quantum computation with weak nonlinear optics,Kosuke Fukui,2024,http://arxiv.org/pdf/2412.16536v1
Classical Combinatorial Optimization Scaling for Random Ising Models on 2D Heavy-Hex Graphs,Elijah Pelofske,2024,http://arxiv.org/pdf/2412.15572v1
Sequential and Programmable Squeezing Gates for Optical Non-Gaussian Input States,Takato Yoshida,2024,http://arxiv.org/pdf/2403.11404v2
Quantum computing for extracting nuclear resonances,Hantao Zhang,2024,http://arxiv.org/pdf/2409.06340v1
Quantum Computation,Barry C Sanders,2024,http://arxiv.org/pdf/2408.05448v1
Fast classical simulation of Harvard/QuEra IQP circuits,Dmitri Maslov,2024,http://arxiv.org/pdf/2402.03211v1
The Power of Lorentz Quantum Computer,Qi Zhang,2024,http://arxiv.org/pdf/2403.04170v2
Stability of Quantum Computers,Samudra Dasgupta,2024,http://arxiv.org/pdf/2404.19082v1
Quantum Computing in Intelligent Transportation Systems: A Survey,Yifan Zhuang,2024,http://arxiv.org/pdf/2406.00862v2
Variational Quantum Eigensolver Approach to Prime Factorization on IBM's Noisy Intermediate Scale Quantum Computer,Mona Sobhani,2024,http://arxiv.org/pdf/2410.01935v1
Two-Stage Estimation and Variance Modeling for Latency-Constrained Variational Quantum Algorithms,Yunsoo Ha,2024,http://arxiv.org/pdf/2401.08912v1
Benchmarking Quantum Computer Simulation Software Packages: State Vector Simulators,Amit Jamadagni,2024,http://arxiv.org/pdf/2401.09076v2
Quantum Circuit Reconstruction from Power Side-Channel Attacks on Quantum Computer Controllers,Ferhat Erata,2024,http://arxiv.org/pdf/2401.15869v1
Efficient implementation of discrete-time quantum walks on quantum computers,Luca Razzoli,2024,http://arxiv.org/pdf/2402.01854v2
Distributed Quantum Computing: Applications and Challenges,Juan C. Boschero,2024,http://arxiv.org/pdf/2410.00609v1
Accelerated Quantum Amplitude Estimation without QFT,Alet Roux,2024,http://arxiv.org/pdf/2407.16795v1
Sustainable Quantum Computing: Opportunities and Challenges of Benchmarking Carbon in the Quantum Computing Lifecycle,Nivedita Arora,2024,http://arxiv.org/pdf/2408.05679v2
The Cost of Emulating a Small Quantum Annealing Problem in the Circuit-Model,Javier Gonzalez-Conde,2024,http://arxiv.org/pdf/2402.17667v1
Quantum computing in civil engineering: Potentials and Limitations,Joern Ploennigs,2024,http://arxiv.org/pdf/2402.14556v2
Shuttling for Scalable Trapped-Ion Quantum Computers,Daniel Schoenberger,2024,http://arxiv.org/pdf/2402.14065v2
First Hitting Times on a Quantum Computer: Tracking vs. Local Monitoring, Topological Effects, and Dark States,Qingyuan Wang,2024,http://arxiv.org/pdf/2402.15843v2
Combining quantum processors with real-time classical communication,Almudena Carrera Vazquez,2024,http://arxiv.org/pdf/2402.17833v2
Bridging Quantum Computing and Differential Privacy: Insights into Quantum Computing Privacy,Yusheng Zhao,2024,http://arxiv.org/pdf/2403.09173v3
Cutting a Wire with Non-Maximally Entangled States,Marvin Bechtold,2024,http://arxiv.org/pdf/2403.09690v2
Eigenstate Preparation on Quantum Computers,Joey Bonitati,2024,http://arxiv.org/pdf/2412.15081v1
What is my quantum computer good for? Quantum capability learning with physics-aware neural networks,Daniel Hothem,2024,http://arxiv.org/pdf/2406.05636v1
Quantum Computing for Discrete Optimization: A Highlight of Three Technologies,Alexey Bochkarev,2024,http://arxiv.org/pdf/2409.01373v1
Universal quantum computation using quantum annealing with the transverse-field Ising Hamiltonian,Takashi Imoto,2024,http://arxiv.org/pdf/2402.19114v1
Distributed Quantum Approximate Optimization Algorithm on Integrated High-Performance Computing and Quantum Computing Systems for Large-Scale Optimization,Seongmin Kim,2024,http://arxiv.org/pdf/2407.20212v1
Quantum Program Testing Through Commuting Pauli Strings on IBM's Quantum Computers,Asmar Muqeet,2024,http://arxiv.org/pdf/2408.00501v1
Calculating the energy profile of an enzymatic reaction on a quantum computer,Patrick Ettenhuber,2024,http://arxiv.org/pdf/2408.11091v1
Compilation of Trotter-Based Time Evolution for Partially Fault-Tolerant Quantum Computing Architecture,Yutaro Akahoshi,2024,http://arxiv.org/pdf/2408.14929v2
Differential Privacy Preserving Distributed Quantum Computing,Hui Zhong,2024,http://arxiv.org/pdf/2412.12387v2
End-to-End Quantum Simulation of a Chemical System,Wim van Dam,2024,http://arxiv.org/pdf/2409.05835v1
LatentQGAN: A Hybrid QGAN with Classical Convolutional Autoencoder,Alexis Vieloszynski,2024,http://arxiv.org/pdf/2409.14622v4
Scaling up to Problem Sizes: An Environmental Life Cycle Assessment of Quantum Computing,Sylvain Cordier,2024,http://arxiv.org/pdf/2411.00118v1
A Novel Quantum Realization of Jet Clustering in High-Energy Physics Experiments,Yongfeng Zhu,2024,http://arxiv.org/pdf/2407.09056v2
Disorder-Free Localization for Benchmarking Quantum Computers,Jad C. Halimeh,2024,http://arxiv.org/pdf/2410.08268v1
Robustness of near-thermal dynamics on digital quantum computers,Eli Chertkov,2024,http://arxiv.org/pdf/2410.10794v2
Measurement-free, scalable and fault-tolerant universal quantum computing,Friederike Butt,2024,http://arxiv.org/pdf/2410.13568v1
Scalable Quantum Simulations of Scattering in Scalar Field Theory on 120 Qubits,Nikita A. Zemlevskiy,2024,http://arxiv.org/pdf/2411.02486v1
A fiber array architecture for atom quantum computing,Xiao Li,2024,http://arxiv.org/pdf/2411.08502v1
Variance of the sum of independent quantum computing errors,Jesús Lacalle,2024,http://arxiv.org/pdf/2412.15800v1
Google Quantum AI's Quest for Error-Corrected Quantum Computers,M. AbuGhanem,2024,http://arxiv.org/pdf/2410.00917v1
On the Efficacy of Surface Codes in Compensating for Radiation Events in Superconducting Devices,Marzio Vallero,2024,http://arxiv.org/pdf/2407.10841v1
Photonic Quantum Computing,Jacquiline Romero,2024,http://arxiv.org/pdf/2404.03367v1
Parity Quantum Computing as YZ-Plane Measurement-Based Quantum Computing,Isaac D. Smith,2024,http://arxiv.org/pdf/2401.10079v1
